id,name,host_id,street,neighbourhood,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_count,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,avg_availability
3890786,"Sunset Splendor 1C, gorgeous view!",19849450,"South Atlantic Street, Seattle, WA 98144, United States",Mount Baker,98144,Apartment,Entire home/apt,6,1.0,2,3,Real Bed,16,155.0,1050.0,-1.0,500.0,125.0,2,50.0,2,1125,True,strict,True,True,0.3151255707762557
8474253,Cozy 1 BR/ 1 BA Apt in Mt. Baker,9813203,"31st Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,House,Entire home/apt,2,1.0,1,1,Real Bed,11,80.0,-1.0,-1.0,200.0,61.0,2,0.0,2,15,True,strict,True,True,0.175589802130898
5559063,"Spacious, Light-filled Townhome",58235,"Martin Luther King Junior Way South, Seattle, WA 98144, United States",Atlantic,98144,House,Entire home/apt,4,1.5,2,2,Real Bed,1,140.0,800.0,-1.0,-1.0,80.0,2,0.0,2,1125,True,flexible,True,True,0.20220700152207
4126284,"Private Room, Shared 1.5 bath",4631742,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Private room,2,1.5,1,1,Futon,13,50.0,325.0,1200.0,-1.0,50.0,1,0.0,1,1125,True,flexible,True,True,0.7605593607305936
1209447,3 Bedroom Home close to lake,5008607,"Cascadia Ave S, Seattle, WA, Seattle, WA 98118, United States",Mount Baker,98118,House,Entire home/apt,6,2.0,3,3,Real Bed,10,139.0,875.0,-1.0,100.0,60.0,2,17.0,2,1125,True,strict,True,True,0.0
4364285,Private Townhome 2 bedroom 1.5 bath,4631742,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Entire home/apt,5,1.5,2,2,Real Bed,15,126.0,800.0,2500.0,1000.0,100.0,2,15.0,3,1125,True,moderate,True,True,0.6650875190258753
6716874,Brand New Daylight Apartment,19862778,"41st Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,15,105.0,700.0,2100.0,400.0,40.0,2,20.0,2,30,True,strict,True,True,0.1925418569254186
4659824,Sweet Home Mount Baker,2929444,"35th Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,House,Entire home/apt,6,1.0,2,2,Real Bed,14,150.0,700.0,-1.0,250.0,80.0,1,40.0,1,1125,True,flexible,True,True,0.9840372907153729
3677729,Seattle Bungalow private room,18681876,"29th Avenue South, Seattle, WA 98144, United States",N/A,98144,House,Private room,2,1.0,1,1,Real Bed,16,80.0,525.0,1850.0,100.0,35.0,1,10.0,2,1125,True,moderate,True,True,0.5669520547945206
1097520,Relaxed sophistication in Mt. Baker,6031552,"South Andover Street, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,18,92.0,585.0,1995.0,400.0,50.0,2,0.0,2,365,True,strict,True,True,0.9521118721461188
2898954,Room & Private Bath near Light Rail,8053792,"31st Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,House,Private room,2,1.0,1,1,Pull-out Sofa,14,69.0,-1.0,-1.0,-1.0,-1.0,1,0.0,2,7,True,flexible,True,True,0.8081811263318113
826436,Art Deco '33 BnB near Columbia City,3976886,"S Hanford St, Seattle, WA 98144, United States",Mount Baker,98144,Bed & Breakfast,Private room,2,1.0,1,1,Real Bed,12,75.0,450.0,-1.0,250.0,35.0,1,15.0,2,90,True,moderate,True,True,0.7922184170471841
774659,Jake's Place: A Modern Guesthouse,4111150,"39th Ave S, Seattle, WA 98118, United States",Mount Baker,98118,House,Entire home/apt,3,-1.0,1,2,Real Bed,8,105.0,600.0,-1.0,-1.0,-1.0,2,30.0,2,365,True,moderate,True,True,0.5768835616438357
3849918,"Sunset Splendor 2B,  gorgeous view!",19849450,"South Atlantic Street, Seattle, WA 98144, United States",Mount Baker,98144,Apartment,Entire home/apt,6,1.0,2,3,Real Bed,19,150.0,1050.0,3050.0,500.0,125.0,2,50.0,3,30,True,strict,True,True,0.530517503805175
7382303,Grapevine Cottage in Mt Baker,23630227,"Shoreland Drive South, Seattle, WA 98144, United States",Mount Baker,98144,House,Entire home/apt,2,1.0,1,2,Real Bed,17,150.0,900.0,3000.0,-1.0,50.0,1,0.0,2,1125,True,flexible,True,True,0.8563356164383561
5376433,Fantastic room and great townhouse,26378499,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Private room,2,1.0,1,1,Real Bed,15,54.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.6328576864535769
1750681,Ethiopian cottage #3,3401993,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Private room,2,1.0,1,1,Real Bed,13,52.0,275.0,-1.0,-1.0,-1.0,1,25.0,1,1125,True,moderate,True,True,0.5734969558599695
7229312,Mount Baker Modern - Quiet View Apt,658155,"30th Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,Apartment,Entire home/apt,4,1.0,2,3,Real Bed,12,150.0,1750.0,3500.0,1000.0,250.0,1,0.0,4,1125,True,strict,True,True,0.030821917808219176
2520890,Passiflora Garden Guest Room,12905845,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Private room,2,1.0,1,1,Real Bed,13,80.0,400.0,-1.0,150.0,-1.0,2,0.0,2,28,True,moderate,True,True,0.8566400304414004
8391954,Cozy Mid Century Modern Home 2Bd,14589190,"33rd Avenue South, Seattle, WA 98144, United States",N/A,98144,House,Entire home/apt,4,1.0,2,2,Real Bed,12,200.0,-1.0,-1.0,-1.0,90.0,1,0.0,2,1125,True,flexible,True,True,0.05540334855403349
797358,Cozy Old House Near City Center,4199445,"34th Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,House,Private room,2,1.0,1,1,Real Bed,19,68.0,450.0,-1.0,-1.0,-1.0,2,10.0,2,21,True,flexible,True,True,0.1656773211567732
7922013,Beautiful Downtown View  Room #1,41775435,"Bradner Place South, Seattle, WA 98144, United States",Mount Baker,98144,House,Private room,2,1.0,1,1,Real Bed,11,49.0,-1.0,-1.0,-1.0,-1.0,1,25.0,2,15,True,moderate,True,True,0.7602929984779301
7956337,Cozy Red Brick Room,41775435,"Bradner Place South, Seattle, WA 98144, United States",Mount Baker,98144,House,Private room,2,1.0,1,1,Real Bed,13,39.0,-1.0,-1.0,-1.0,-1.0,1,25.0,3,10,True,moderate,True,True,0.7124048706240488
2686659,Mt Baker Apartment,13752921,"37th Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,15,95.0,600.0,2000.0,-1.0,-1.0,2,25.0,2,1125,True,strict,True,True,0.7445966514459665
755613,Gem in Mount Baker Neighborhood,3976886,"S Hanford St, Seattle, WA 98144, United States",Mount Baker,98144,Bed & Breakfast,Private room,2,1.0,1,1,Real Bed,7,89.0,600.0,-1.0,125.0,35.0,2,25.0,2,90,True,moderate,True,True,0.7922184170471841
1758935,Ethiopian cottage #1/Private Bath,3401993,"37th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Private room,2,1.0,1,1,Real Bed,15,62.0,350.0,-1.0,-1.0,-1.0,2,50.0,1,1125,True,moderate,True,True,0.8966894977168951
8474294,Cozy 2Br/2Bt Apt close to park,9813203,"31st Avenue South, Seattle, WA 98144, United States",Mount Baker,98144,House,Entire home/apt,4,2.0,2,1,Real Bed,9,81.0,-1.0,-1.0,300.0,90.0,4,50.0,2,15,True,strict,True,True,0.12770167427701676
3904056,Charming Seattle Studio,6453002,"South Genesee Street, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,8,70.0,450.0,1350.0,150.0,75.0,1,0.0,3,365,True,flexible,True,True,1.0
7914021,Cozy Cottage with Lake View,2743047,"51st Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,2,1.0,1,1,Real Bed,10,110.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
9364302,3 Bd Updated Home w/ View of Lake,10397663,"51st Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,6,2.0,3,3,Real Bed,16,200.0,-1.0,-1.0,500.0,80.0,4,0.0,3,1125,True,strict,True,True,0.0
8196883,Unique Seward Park home,919431,"57th Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,6,2.5,2,3,Real Bed,13,100.0,1050.0,3250.0,1000.0,40.0,4,40.0,3,1125,True,moderate,True,True,0.33369482496194824
7938153,Modern home near Lake Washington,110120,"Seward Park Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,17,63.0,550.0,-1.0,-1.0,25.0,1,0.0,1,25,True,flexible,True,True,1.0
2763078,Private charming Northwest MIL,4993638,"South Ferdinand Street, Seattle, WA 98118, United States",Columbia City,98118,House,Private room,3,1.0,1,2,Real Bed,7,70.0,450.0,-1.0,100.0,20.0,2,25.0,1,30,True,strict,True,True,1.0
3258213,Kayaks + Large Studio-Style Bedroom,16477349,"51st Avenue South, Seattle, WA 98118, United States",Columbia City,98118,House,Private room,2,1.0,1,1,Real Bed,23,60.0,360.0,1100.0,100.0,10.0,2,15.0,2,30,True,moderate,True,True,0.12330669710806696
7809455,Private Room in Family Home,12100097,"South Mead Street, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,23,39.0,300.0,1200.0,-1.0,-1.0,1,0.0,1,1125,True,moderate,True,True,0.893531202435312
8409949,The Grand Palace Room w/Breakfast,26967583,"Morgan St. south, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,15,36.0,238.0,840.0,500.0,10.0,1,10.0,1,1125,True,strict,True,True,0.6804794520547945
2150760,Seward Park Mother In Law,10977007,"South Brandon Street, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,2,1.0,0,1,Real Bed,5,100.0,-1.0,-1.0,200.0,-1.0,0,0.0,2,14,True,moderate,True,True,1.0
5424448,Beautiful Tudor Home Water View,5976835,"48th Avenue South, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,6,2.0,3,4,Real Bed,13,250.0,-1.0,-1.0,150.0,100.0,1,0.0,1,1125,True,strict,True,True,0.6807458143074581
1606171,Seattle's BEST RATE - Seward Park,8556853,"South Dawson Street, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Private room,2,1.0,1,1,Real Bed,12,38.0,-1.0,-1.0,100.0,-1.0,1,10.0,2,365,True,moderate,True,True,0.8549657534246575
136480,Bright Cheery Room in Seattle House,539515,"57th Ave S, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,7,65.0,385.0,-1.0,-1.0,-1.0,1,0.0,2,730,True,flexible,True,True,0.4289764079147641
4863369,Columbia City Urban Farm Stay,13759287,"46th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Private room,2,1.0,1,1,Real Bed,10,68.0,536.0,1890.0,-1.0,10.0,2,10.0,1,1125,True,moderate,True,True,0.8329718417047185
7547290,Seward Park Garden Retreat - 2 BR,39525512,"South Raymond Street, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,20,110.0,650.0,2400.0,150.0,50.0,1,0.0,2,30,True,moderate,True,True,0.6345700152207001
5918259,Big Lake View Seward Park MIL,30734210,"47th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,12,100.0,575.0,2100.0,100.0,50.0,2,75.0,3,1125,True,strict,True,True,0.486548706240487
5804875,A Place For A Family,30115945,"Seward Park Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,5,1.0,2,2,Real Bed,13,99.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
8409941,Bird's Nest Queen Room w/Breakfast,26967583,"Morgan St. south, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,19,34.0,-1.0,-1.0,500.0,10.0,1,10.0,1,1125,True,strict,True,True,0.5694444444444444
8409969,The Treehouse Room w/Breakfast,26967583,"Morgan St. south, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,15,41.0,220.0,777.0,500.0,10.0,1,10.0,1,29,True,strict,True,True,0.6006659056316591
9170870,Swanky Sexy B Treehouse,5269812,"49th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Entire home/apt,4,1.0,1,2,Real Bed,22,98.0,650.0,2300.0,-1.0,100.0,2,20.0,2,1125,True,moderate,True,True,0.8081811263318113
6168975,Spacious Lake View Retreat,32005391,"48th Avenue South, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,5,2.0,2,3,Real Bed,17,188.0,-1.0,-1.0,250.0,95.0,2,29.0,2,21,True,strict,True,True,0.9646499238964992
7263506,Private Mother-in-law Studio Apt,38027634,"South Hudson Street, Seattle, WA 98118, United States",Columbia City,98118,Apartment,Entire home/apt,3,1.0,0,2,Real Bed,24,85.0,500.0,-1.0,350.0,20.0,2,20.0,1,1125,True,moderate,True,True,0.766248097412481
7037522,Large Studio by Lake Washington,10936741,"53rd Avenue South, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,13,80.0,-1.0,2250.0,-1.0,25.0,2,25.0,2,1125,True,moderate,True,True,1.0
1416763,Lake Washington home,7633740,"Wilson Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,8,1.5,4,4,Real Bed,18,150.0,-1.0,3500.0,300.0,250.0,2,30.0,2,30,True,moderate,True,True,1.0
3726391,PLAY- 3  Kayaks  Big 3 Bedroom Home,16477349,"51st Avenue South, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,5,2.0,3,3,Real Bed,18,160.0,-1.0,-1.0,500.0,35.0,4,25.0,3,1125,True,moderate,True,True,1.0
10188794,Bright Brand New Apartment,50987314,"50th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,11,99.0,-1.0,-1.0,150.0,25.0,1,0.0,3,28,True,flexible,True,True,0.5093987823439878
3488436,Private room by Lake Washington,17566052,"South Brighton Street, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,4,1.0,1,3,Real Bed,17,75.0,400.0,1113.0,100.0,-1.0,2,5.0,2,1125,True,moderate,True,True,0.9680745814307459
1277033,"Modern, Clean, Private Entrance",1859964,"South Juneau Street, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,4,1.0,1,2,Real Bed,9,75.0,-1.0,-1.0,-1.0,20.0,2,15.0,3,1125,True,strict,True,True,1.0
5241195,Seward Park 1 bedroom apartment,7633740,"Wilson Avenue South, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Entire home/apt,5,1.0,1,1,Real Bed,16,65.0,350.0,1400.0,-1.0,65.0,2,10.0,1,1125,True,flexible,True,True,0.5690068493150685
2736961,Garden Studio in Columbia City,1183679,"South Findlay Street, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,3,1.0,0,1,Real Bed,17,95.0,550.0,1600.0,-1.0,35.0,1,0.0,1,30,True,moderate,True,True,0.5302701674277017
4716486,Charming house in Seattle,17179347,"South Lucile Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,4,1.0,1,1,Real Bed,8,90.0,-1.0,-1.0,500.0,35.0,1,0.0,1,1125,True,moderate,True,True,0.6168949771689498
7386675,Seward Park Bungalow (SeaFair Spot),38695481,"South Pearl Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,7,1.0,2,5,Real Bed,15,250.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,moderate,True,True,0.1
5240694,"Light , Airy Loft + 1 bdrm & more",27122439,"South Brandon Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,8,1.0,1,3,Real Bed,23,115.0,800.0,-1.0,200.0,50.0,1,20.0,2,1125,True,strict,True,True,1.0
8566501,Host Home for International Student,45082636,"47th Avenue South, Seattle, WA 98118, United States",Mount Baker,98118,House,Private room,4,1.5,1,4,Real Bed,12,93.0,650.0,2600.0,-1.0,100.0,1,0.0,1,1125,True,flexible,True,True,1.0
7402861,Beautiful Southeast Seattle,9614304,"South Alaska Street, Seattle, WA 98118, United States",Columbia City,98118,House,Private room,2,1.0,1,1,Real Bed,13,45.0,250.0,950.0,100.0,-1.0,1,10.0,3,1125,True,moderate,True,True,0.4078386605783866
741699,Seward Park Zen Retreat 苏厄德公园禅撤退,2535710,"48th Ave S, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,4,1.0,2,2,Real Bed,14,168.0,964.0,3618.0,-1.0,40.0,1,0.0,1,1125,True,flexible,True,True,0.43875570776255707
6108006,Park Place Apartment with a View,13774169,"55th Avenue South, Seattle, WA 98118, United States",Seward Park,98118,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,12,127.0,799.0,2339.0,150.0,50.0,2,0.0,3,28,True,strict,True,True,0.45757229832572294
8409962,The Love Room w/Breakfast,26967583,"Morgan St. south, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,1,Real Bed,15,35.0,232.0,819.0,500.0,10.0,1,10.0,1,1125,True,strict,True,True,0.4889269406392694
5834820,"Enjoy Lake, Seward Park & the City",21286518,"55th Avenue South, Seattle, WA 98118, United States",Seward Park,98118,House,Private room,2,1.0,1,2,Real Bed,6,65.0,-1.0,-1.0,-1.0,15.0,1,0.0,1,1125,True,moderate,True,True,1.0
6741135,Family Oasis with Stunning Views,28066144,"South Graham Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,7,3.5,3,5,Real Bed,19,279.0,1390.0,-1.0,-1.0,125.0,1,0.0,2,1125,True,moderate,True,True,0.12602739726027398
6555393,Lake Washington / Columbia City Apt,9520139,"49th Avenue South, Seattle, WA 98118, United States",Columbia City,98118,House,Entire home/apt,4,1.0,1,2,Real Bed,17,93.0,565.0,2100.0,-1.0,50.0,3,10.0,2,1125,True,moderate,True,True,0.792789193302892
67270,"Light and airy, steps to the Lake.",331573,"49th Ave S, Seattle, WA 98118, United States",Columbia City,98118,House,Private room,2,1.0,1,1,Real Bed,17,65.0,-1.0,-1.0,-1.0,-1.0,2,15.0,2,14,True,moderate,True,True,0.9680745814307459
7005538,Spacious Family Home Close to Lake,12100097,"South Mead Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,8,2.0,4,5,Real Bed,21,150.0,1000.0,-1.0,150.0,125.0,1,0.0,7,60,True,moderate,True,True,0.028082191780821917
1827586,Steps to Lake Washington 3 bed/2 ba,2323745,"South Dawson Street, Seattle, WA 98118, United States",Seward Park,98118,House,Entire home/apt,8,2.0,3,3,Real Bed,21,375.0,-1.0,-1.0,250.0,100.0,8,25.0,2,365,True,strict,True,True,1.0
7900497,Cozy Get Away in West Seattle!,23027452,"26th Ave SW, Seattle, WA 98106, United States",N/A,98106,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,6,85.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.5690068493150685
8157486,1 BD/1BA in fully equipped house.,42931985,"Southwest Adams Street, Seattle, WA 98126, United States",North Delridge,98126,House,Private room,2,1.5,1,1,Real Bed,15,50.0,250.0,900.0,-1.0,20.0,1,10.0,1,1125,True,flexible,True,True,1.0
4809486,"Private room, in dog-friendly house",3197009,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,2,1.0,1,1,Real Bed,17,55.0,-1.0,-1.0,-1.0,25.0,1,20.0,1,4,True,flexible,True,True,0.19155251141552512
9849122,Cozy room 10 min downtown,21274060,"22nd Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,2,1.0,1,1,Real Bed,16,35.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.6498097412480974
9351911,Modern West Seattle Room,9233051,"Delridge Way SW, Seattle, WA 98106, United States",N/A,98106,House,Private room,2,1.5,1,1,Real Bed,12,85.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
3993960,Green on Green - Middle Level Apt.,1214247,"21st Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,2,1.0,1,1,Real Bed,13,75.0,475.0,-1.0,-1.0,20.0,2,20.0,2,60,True,flexible,True,True,0.0
8989807,Bright Townhouse 9 Min to Downtown,25940496,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,Townhouse,Entire home/apt,3,1.5,2,2,Real Bed,15,70.0,-1.0,-1.0,100.0,-1.0,2,10.0,1,1125,True,moderate,True,True,0.1851598173515982
5299060,In-City Suite Retreat,27054652,"A Cottage Pl SW, Seattle, WA 98106, United States",North Delridge,98106,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,15,65.0,425.0,1490.0,200.0,25.0,0,0.0,1,1125,True,moderate,True,True,0.7119863013698631
3115801,Serenity in Seattle - MIL Suite,15823970,"21st Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,16,99.0,600.0,1600.0,200.0,40.0,2,20.0,2,13,True,moderate,True,True,0.822507610350076
9153365,Cozy 2 bedroom 1 bathroom apartment,47653354,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,19,75.0,450.0,1600.0,200.0,-1.0,2,5.0,5,6,True,flexible,True,True,0.8726027397260274
10015967,Beautiful House in West Seattle,33085192,"Southwest Genesee Street, Seattle, WA 98126, United States",The Junction,98126,House,Private room,2,1.0,1,1,Real Bed,12,100.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.0
284480,"Urban Chic, West Seattle Apartment",1481380,"30th Ave SW, Seattle, WA 98126, United States",North Delridge,98126,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,10,129.0,903.0,1850.0,-1.0,-1.0,2,15.0,2,365,True,strict,True,True,0.18698630136986302
4916433,New Townhome 8 Min To Dntwn by Car,1355886,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,4,1.5,1,1,Real Bed,15,80.0,-1.0,-1.0,100.0,-1.0,2,10.0,1,1125,True,moderate,True,True,1.0
1732441,Green on Green - Top Level of House,1214247,"21st Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,3,1.0,1,2,Real Bed,16,85.0,500.0,1800.0,-1.0,20.0,2,25.0,2,60,True,flexible,True,True,1.0
2652941,Luna Park Upper - West Seattle,33360,"32nd Avenue Southwest, Seattle, WA 98126, United States",The Junction,98126,House,Entire home/apt,3,1.0,1,2,Real Bed,14,95.0,630.0,2500.0,200.0,-1.0,1,0.0,2,1125,True,strict,True,True,0.9965753424657534
2809796,Garden Cottage near beach/downtown,14372052,"Southwest Nevada Street, Seattle, WA 98126, United States",North Delridge,98126,House,Entire home/apt,3,1.0,0,2,Real Bed,16,69.0,650.0,2800.0,-1.0,60.0,1,0.0,1,1125,True,moderate,True,True,0.9264840182648402
9477539,Private room in West Seattle,49123244,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,2,1.0,1,1,Real Bed,17,42.0,275.0,-1.0,-1.0,25.0,1,0.0,1,1125,True,flexible,True,True,0.6294330289193303
4479426,"COZY, COMFY and CONVENIENT! ART!",15320835,"35th Ave SW, Seattle, WA 98126, United States",N/A,98126,House,Private room,2,1.0,1,1,Real Bed,12,70.0,-1.0,2000.0,-1.0,20.0,1,30.0,1,1125,True,flexible,True,True,1.0
8276416,Modern & Cozy - Near DWTN/Stadiums,8849839,"26th Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,Apartment,Private room,2,1.0,1,1,Real Bed,28,55.0,450.0,-1.0,100.0,25.0,1,0.0,1,7,True,strict,True,True,0.48531202435312026
486344,Quiet West Seattle Room,2373847,"Delridge Way SW, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,1,1.5,1,1,Real Bed,11,47.0,280.0,987.0,200.0,5.0,1,0.0,1,120,True,strict,True,True,0.9042237442922375
1980395,West Seattle Getaway,10220435,"26th Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,6,2.5,2,3,Real Bed,16,148.0,905.0,3100.0,500.0,100.0,4,5.0,2,180,True,moderate,True,True,0.856468797564688
7239217,Cottage on the Park - West Seattle,37584695,"25th Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,4,1.0,0,2,Real Bed,14,95.0,600.0,1999.0,100.0,60.0,2,0.0,1,1125,True,moderate,True,True,0.4982305936073059
1328159,Queen Bedroom in House West Seattle,7207028,"Southwest Adams Street, Seattle, WA 98126, United States",North Delridge,98126,House,Private room,2,2.5,1,1,Real Bed,15,49.0,-1.0,-1.0,-1.0,10.0,1,10.0,1,21,True,flexible,True,True,0.9160768645357686
5838129,"Quiet townhome near downtown, beach",30308997,"Southwest Nevada Street, Seattle, WA 98126, United States",North Delridge,98126,House,Private room,2,1.0,1,1,Real Bed,10,65.0,-1.0,-1.0,-1.0,25.0,1,15.0,1,7,True,strict,True,True,0.017313546423135463
9664395,Zen One Bedroom Apt in W. Seattle,15060327,"30th Avenue Southwest, Seattle, WA 98126, United States",North Delridge,98126,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,21,50.0,298.0,-1.0,600.0,20.0,1,0.0,1,1125,True,flexible,True,True,0.13873668188736685
4681687,"Cozy Studio, Heart of West Seattle",1304769,"35th Avenue Southwest, Seattle, WA 98126, United States",The Junction,98126,House,Entire home/apt,2,1.0,0,1,Real Bed,7,58.0,-1.0,-1.0,-1.0,29.0,1,0.0,1,1125,True,moderate,True,True,0.7605593607305936
4264012,Designer's Haven-Free Park/Easy Bus,1355886,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,2,1.5,1,1,Real Bed,15,55.0,-1.0,-1.0,100.0,-1.0,1,0.0,1,1125,True,moderate,True,True,0.9840372907153729
445199,2 BR Craftsman West Seattle Home,2211872,"23rd Ave SW, Seattle, WA 98106, United States",North Delridge,98106,House,Entire home/apt,5,1.0,2,3,Real Bed,14,129.0,600.0,2200.0,300.0,89.0,2,15.0,2,180,True,moderate,True,True,0.0
7514366,"Small town vibe, minutes from city!",22257381,"Southwest Avalon Way, Seattle, WA 98126, United States",The Junction,98126,Apartment,Entire home/apt,3,1.0,2,2,Real Bed,12,95.0,600.0,1800.0,-1.0,50.0,1,0.0,1,1125,True,flexible,True,True,0.5211187214611872
5236979,Garden Cottage Suite Near Downtown!,27101877,"25th Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,3,1.0,1,2,Real Bed,15,49.0,-1.0,-1.0,-1.0,24.0,1,15.0,2,14,True,strict,True,True,0.6922374429223744
8555304,Master Suite,2373847,"Delridge Way Southwest, Seattle, WA 98106, United States",North Delridge,98106,House,Private room,2,1.0,1,1,Real Bed,11,85.0,575.0,1400.0,-1.0,10.0,1,0.0,1,1125,True,flexible,True,True,0.8084474885844749
8847951,NEW Private Artsy 2 BD Apartment,10952526,"17th Avenue Southwest, Seattle, WA 98106, United States",North Delridge,98106,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,17,100.0,450.0,1450.0,500.0,35.0,2,20.0,2,1125,True,strict,True,True,0.15445205479452057
